Career Key,Qualification Key,Qualification ID,Qualification Title,NQF Level,Career Family,Career Name,Match Type,Relevance Score,Career Source,Review Flag
C0408,Q0651,99669,Occupational Certificate: Sales Assistant (General) (Retail Sales Advisor),NQF LEVEL 03,"Marketing, Sales & Retail",Customer Service Associate,Related,4,Starter title-based mapping,
C0700,Q0652,104459,Occupational Certificate: Saw Doctor,NQF LEVEL 04,Other / Review,Saw Doctor,Direct,5,Starter title-based mapping,Review career mapping
C0701,Q0653,103282,Occupational Certificate: Saw Filer,NQF LEVEL 02,Other / Review,Saw Filer,Direct,5,Starter title-based mapping,Review career mapping
C0106,Q0654,101258,Occupational Certificate: School Principal (School Manager),NQF LEVEL 06,Business & Management,School Principal (School Manager),Direct,5,Starter title-based mapping,
C0075,Q0654,101258,Occupational Certificate: School Principal (School Manager),NQF LEVEL 06,Business & Management,Operations Administrator,Related,4,Starter title-based mapping,
C0802,Q0655,110866,Occupational Certificate: Security First Line Manager,NQF LEVEL 04,Security,Security Officer,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0801,Q0655,110866,Occupational Certificate: Security First Line Manager,NQF LEVEL 04,Security,Protection Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0800,Q0655,110866,Occupational Certificate: Security First Line Manager,NQF LEVEL 04,Security,Control Room Operator,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0802,Q0656,118687,Occupational Certificate: Security First Line Manager,NQF LEVEL 04,Security,Security Officer,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0801,Q0656,118687,Occupational Certificate: Security First Line Manager,NQF LEVEL 04,Security,Protection Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0800,Q0656,118687,Occupational Certificate: Security First Line Manager,NQF LEVEL 04,Security,Control Room Operator,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0802,Q0657,110866,Occupational Certificate: Security Officer,NQF LEVEL 03,Security,Security Officer,Direct,5,Starter title-based mapping,
C0801,Q0657,110866,Occupational Certificate: Security Officer,NQF LEVEL 03,Security,Protection Officer,Related,4,Starter title-based mapping,
C0800,Q0657,110866,Occupational Certificate: Security Officer,NQF LEVEL 03,Security,Control Room Operator,Related,4,Starter title-based mapping,
C0703,Q0658,103284,Occupational Certificate: Self-employed re-cycling materials collector,NQF LEVEL 01,Other / Review,Self-employed re-cycling materials collector,Direct,5,Starter title-based mapping,Review career mapping
C0422,Q0659,99708,Occupational Certificate: Service Station Attendant,NQF LEVEL 02,"Marketing, Sales & Retail",Service Station Attendant,Direct,5,Starter title-based mapping,
C0409,Q0659,99708,Occupational Certificate: Service Station Attendant,NQF LEVEL 02,"Marketing, Sales & Retail",Forecourt Attendant,Related,4,Starter title-based mapping,
C0414,Q0659,99708,Occupational Certificate: Service Station Attendant,NQF LEVEL 02,"Marketing, Sales & Retail",Retail Assistant,Related,4,Starter title-based mapping,
C0704,Q0660,117027,Occupational Certificate: Service Truck Operator,NQF LEVEL 02,Other / Review,Service Truck Operator,Direct,5,Starter title-based mapping,Review career mapping
C0705,Q0661,118105,Occupational Certificate: Sewing Machine Maintenance and Repair Technician Assistant,NQF LEVEL 04,Other / Review,Sewing Machine Maintenance and Repair Technician Assistant,Direct,5,Starter title-based mapping,Review career mapping
C0202,Q0662,118102,Occupational Certificate: Sewing Machine Mechanic Operator,NQF LEVEL 03,Engineering & Trades,Sewing Machine Mechanic Operator,Direct,5,Starter title-based mapping,
C0160,Q0662,118102,Occupational Certificate: Sewing Machine Mechanic Operator,NQF LEVEL 03,Engineering & Trades,Engineering Assistant,Related,4,Starter title-based mapping,
C0203,Q0663,118099,Occupational Certificate: Sewing Machine Mechanic Repairer,NQF LEVEL 02,Engineering & Trades,Sewing Machine Mechanic Repairer,Direct,5,Starter title-based mapping,
C0160,Q0663,118099,Occupational Certificate: Sewing Machine Mechanic Repairer,NQF LEVEL 02,Engineering & Trades,Engineering Assistant,Related,4,Starter title-based mapping,
C0706,Q0664,97238,Occupational Certificate: Sewing Machine Operator,NQF LEVEL 02,Other / Review,Sewing Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0707,Q0665,96363,Occupational Certificate: Sheetfed Lithography Technician,NQF LEVEL 04,Other / Review,Sheetfed Lithography Technician,Direct,5,Starter title-based mapping,Review career mapping
C0423,Q0666,118731,Occupational Certificate: Shelf Filler,NQF LEVEL 02,"Marketing, Sales & Retail",Shelf Filler,Direct,5,Starter title-based mapping,
C0417,Q0666,118731,Occupational Certificate: Shelf Filler,NQF LEVEL 02,"Marketing, Sales & Retail",Retail Replenisher,Related,4,Starter title-based mapping,
C0424,Q0666,118731,Occupational Certificate: Shelf Filler,NQF LEVEL 02,"Marketing, Sales & Retail",Store Assistant,Related,4,Starter title-based mapping,
C0387,Q0667,110934,Occupational Certificate: Shipping Agent,NQF LEVEL 05,Logistics & Supply Chain,Logistics Clerk,Direct,5,Starter title-based mapping,
C0383,Q0667,110934,Occupational Certificate: Shipping Agent,NQF LEVEL 05,Logistics & Supply Chain,Freight Coordinator,Related,4,Starter title-based mapping,
C0399,Q0667,110934,Occupational Certificate: Shipping Agent,NQF LEVEL 05,Logistics & Supply Chain,Transport Clerk,Related,4,Starter title-based mapping,
C0709,Q0668,117009,Occupational Certificate: Sideboom Operator,NQF LEVEL 02,Other / Review,Sideboom Operator,Direct,5,Starter title-based mapping,Review career mapping
C0710,Q0669,101668,Occupational Certificate: Skid Steer Loader Operator,NQF LEVEL 02,Other / Review,Skid Steer Loader Operator,Direct,5,Starter title-based mapping,Review career mapping
C0107,Q0670,118741,Occupational Certificate: Small Business Consultant,NQF LEVEL 05,Business & Management,Small Business Consultant,Direct,5,Starter title-based mapping,
C0075,Q0670,118741,Occupational Certificate: Small Business Consultant,NQF LEVEL 05,Business & Management,Operations Administrator,Related,4,Starter title-based mapping,
C0206,Q0671,98813,Occupational Certificate: Small Engine Mechanic,NQF LEVEL 04,Engineering & Trades,Small Engine Mechanic,Direct,5,Starter title-based mapping,
C0160,Q0671,98813,Occupational Certificate: Small Engine Mechanic,NQF LEVEL 04,Engineering & Trades,Engineering Assistant,Related,4,Starter title-based mapping,
C0108,Q0672,103275,Occupational Certificate: Small Re-cycling Business Owner,NQF LEVEL 03,Business & Management,Small Re-cycling Business Owner,Direct,5,Starter title-based mapping,
C0075,Q0672,103275,Occupational Certificate: Small Re-cycling Business Owner,NQF LEVEL 03,Business & Management,Operations Administrator,Related,4,Starter title-based mapping,
C0261,Q0673,98890,Occupational Certificate: Social Auxiliary Worker,NQF LEVEL 05,Health & Social Services,Care Worker,Direct,5,Starter title-based mapping,
C0264,Q0673,98890,Occupational Certificate: Social Auxiliary Worker,NQF LEVEL 05,Health & Social Services,Community Health Worker,Related,4,Starter title-based mapping,
C0288,Q0673,98890,Occupational Certificate: Social Auxiliary Worker,NQF LEVEL 05,Health & Social Services,Support Worker,Related,4,Starter title-based mapping,
C0286,Q0674,111143,Occupational Certificate: Social Counselling Support Worker,NQF LEVEL 04,Health & Social Services,Social Counselling Support Worker,Direct,5,Starter title-based mapping,
C0288,Q0674,111143,Occupational Certificate: Social Counselling Support Worker,NQF LEVEL 04,Health & Social Services,Support Worker,Related,4,Starter title-based mapping,
C0287,Q0675,111142,Occupational Certificate: Social Counselling Worker,NQF LEVEL 05,Health & Social Services,Social Counselling Worker,Direct,5,Starter title-based mapping,
C0288,Q0675,111142,Occupational Certificate: Social Counselling Worker,NQF LEVEL 05,Health & Social Services,Support Worker,Related,4,Starter title-based mapping,
C0073,Q0676,112285,Occupational Certificate: Social Security Administrator,NQF LEVEL 04,Business & Management,Office Administrator,Direct,5,Starter title-based mapping,
C0022,Q0676,112285,Occupational Certificate: Social Security Administrator,NQF LEVEL 04,Business & Management,Administrative Assistant,Related,4,Starter title-based mapping,
C0075,Q0676,112285,Occupational Certificate: Social Security Administrator,NQF LEVEL 04,Business & Management,Operations Administrator,Related,4,Starter title-based mapping,
C0254,Q0677,105028,Occupational Certificate: Social Security Assessor,NQF LEVEL 06,HR & Training,Training Facilitator,Direct,5,Starter title-based mapping,
C0240,Q0677,105028,Occupational Certificate: Social Security Assessor,NQF LEVEL 06,HR & Training,Assessor,Related,4,Starter title-based mapping,
C0251,Q0677,105028,Occupational Certificate: Social Security Assessor,NQF LEVEL 06,HR & Training,Skills Development Facilitator,Related,4,Starter title-based mapping,
C0342,Q0678,118707,Occupational Certificate: Software Developer,NQF LEVEL 05,ICT & Data,Software Developer,Direct,5,Starter title-based mapping,
C0309,Q0678,118707,Occupational Certificate: Software Developer,NQF LEVEL 05,ICT & Data,Application Developer,Related,4,Starter title-based mapping,
C0349,Q0678,118707,Occupational Certificate: Software Developer,NQF LEVEL 05,ICT & Data,Web Developer,Related,4,Starter title-based mapping,
C0343,Q0679,119458,Occupational Certificate: Software Engineer,NQF LEVEL 06,ICT & Data,Software Engineer,Direct,5,Starter title-based mapping,
C0321,Q0679,119458,Occupational Certificate: Software Engineer,NQF LEVEL 06,ICT & Data,Digital Support Specialist,Related,4,Starter title-based mapping,
C0344,Q0680,119438,Occupational Certificate: Software Tester,NQF LEVEL 05,ICT & Data,Software Tester,Direct,5,Starter title-based mapping,
C0321,Q0680,119438,Occupational Certificate: Software Tester,NQF LEVEL 05,ICT & Data,Digital Support Specialist,Related,4,Starter title-based mapping,
C0712,Q0681,112828,"Occupational Certificate: Soils, Gravels and Crushed Stone Base Materials Tester",NQF LEVEL 04,Other / Review,Soils,Direct,5,Starter title-based mapping,Review career mapping
C0575,Q0681,112828,"Occupational Certificate: Soils, Gravels and Crushed Stone Base Materials Tester",NQF LEVEL 04,Other / Review,Gravels and Crushed Stone Base Materials Tester,Related,4,Starter title-based mapping,Review career mapping
C0207,Q0682,99447,Occupational Certificate: Solar Photovoltaic Service Technician,NQF LEVEL 05,Engineering & Trades,Solar PV Installer,Direct,5,Starter title-based mapping,
C0154,Q0682,99447,Occupational Certificate: Solar Photovoltaic Service Technician,NQF LEVEL 05,Engineering & Trades,Electrical Technician,Related,4,Starter title-based mapping,
C0200,Q0682,99447,Occupational Certificate: Solar Photovoltaic Service Technician,NQF LEVEL 05,Engineering & Trades,Renewable Energy Technician,Related,4,Starter title-based mapping,
C0207,Q0683,120885,Occupational Certificate: Solar Photovoltaic Standalone System Mounter,NQF LEVEL 04,Engineering & Trades,Solar PV Installer,Direct,5,Starter title-based mapping,
C0154,Q0683,120885,Occupational Certificate: Solar Photovoltaic Standalone System Mounter,NQF LEVEL 04,Engineering & Trades,Electrical Technician,Related,4,Starter title-based mapping,
C0200,Q0683,120885,Occupational Certificate: Solar Photovoltaic Standalone System Mounter,NQF LEVEL 04,Engineering & Trades,Renewable Energy Technician,Related,4,Starter title-based mapping,
C0715,Q0684,118114,Occupational Certificate: Specialised Glazing Solution Installer,NQF LEVEL 04,Other / Review,Specialised Glazing Solution Installer,Direct,5,Starter title-based mapping,Review career mapping
C0716,Q0685,103180,Occupational Certificate: Speciality Yarn Assembly Machine Operator,NQF LEVEL 02,Other / Review,Speciality Yarn Assembly Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0806,Q0686,121936,Occupational Certificate: Sport Talent Scout,NQF LEVEL 05,Sport & Fitness,Sport Talent Scout,Direct,5,Starter title-based mapping,
C0073,Q0687,121933,Occupational Certificate: Sports Administrator,NQF LEVEL 05,Business & Management,Office Administrator,Direct,5,Starter title-based mapping,
C0022,Q0687,121933,Occupational Certificate: Sports Administrator,NQF LEVEL 05,Business & Management,Administrative Assistant,Related,4,Starter title-based mapping,
C0075,Q0687,121933,Occupational Certificate: Sports Administrator,NQF LEVEL 05,Business & Management,Operations Administrator,Related,4,Starter title-based mapping,
C0717,Q0688,123705,Occupational Certificate: Spout Operator,NQF LEVEL 02,Other / Review,Spout Operator,Direct,5,Starter title-based mapping,Review career mapping
C0718,Q0689,119446,Occupational Certificate: Stonemason,NQF LEVEL 04,Other / Review,Stonemason,Direct,5,Starter title-based mapping,Review career mapping
C0395,Q0690,99703,Occupational Certificate: Store Person,NQF LEVEL 02,Logistics & Supply Chain,Store Person,Direct,5,Starter title-based mapping,
C0401,Q0690,99703,Occupational Certificate: Store Person,NQF LEVEL 02,Logistics & Supply Chain,Warehouse Clerk,Related,4,Starter title-based mapping,
C0385,Q0690,99703,Occupational Certificate: Store Person,NQF LEVEL 02,Logistics & Supply Chain,Inventory Controller,Related,4,Starter title-based mapping,
C0721,Q0691,97590,Occupational Certificate: Sugar Processing Controller,NQF LEVEL 05,Other / Review,Sugar Processing Controller,Direct,5,Starter title-based mapping,Review career mapping
C0722,Q0692,98912,Occupational Certificate: Sugar Processing Machine Operator,NQF LEVEL 03,Other / Review,Sugar Processing Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0396,Q0693,111386,Occupational Certificate: Supply Chain Executive,NQF LEVEL 07,Logistics & Supply Chain,Supply Chain Practitioner,Direct,5,Starter title-based mapping,
C0084,Q0693,111386,Occupational Certificate: Supply Chain Executive,NQF LEVEL 07,Logistics & Supply Chain,Procurement Officer,Related,4,Starter title-based mapping,
C0391,Q0693,111386,Occupational Certificate: Supply Chain Executive,NQF LEVEL 07,Logistics & Supply Chain,Procurement Officer,Related,4,Starter title-based mapping,
C0388,Q0693,111386,Occupational Certificate: Supply Chain Executive,NQF LEVEL 07,Logistics & Supply Chain,Logistics Coordinator,Related,4,Starter title-based mapping,
C0396,Q0694,111357,Occupational Certificate: Supply Chain Manager,NQF LEVEL 06,Logistics & Supply Chain,Supply Chain Practitioner,Direct,5,Starter title-based mapping,
C0084,Q0694,111357,Occupational Certificate: Supply Chain Manager,NQF LEVEL 06,Logistics & Supply Chain,Procurement Officer,Related,4,Starter title-based mapping,
C0391,Q0694,111357,Occupational Certificate: Supply Chain Manager,NQF LEVEL 06,Logistics & Supply Chain,Procurement Officer,Related,4,Starter title-based mapping,
C0388,Q0694,111357,Occupational Certificate: Supply Chain Manager,NQF LEVEL 06,Logistics & Supply Chain,Logistics Coordinator,Related,4,Starter title-based mapping,
C0396,Q0695,110942,Occupational Certificate: Supply Chain Practitioner,NQF LEVEL 05,Logistics & Supply Chain,Supply Chain Practitioner,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0084,Q0695,110942,Occupational Certificate: Supply Chain Practitioner,NQF LEVEL 05,Logistics & Supply Chain,Procurement Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0391,Q0695,110942,Occupational Certificate: Supply Chain Practitioner,NQF LEVEL 05,Logistics & Supply Chain,Procurement Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0388,Q0695,110942,Occupational Certificate: Supply Chain Practitioner,NQF LEVEL 05,Logistics & Supply Chain,Logistics Coordinator,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0396,Q0696,99111,Occupational Certificate: Supply Chain Practitioner,NQF LEVEL 05,Logistics & Supply Chain,Supply Chain Practitioner,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0084,Q0696,99111,Occupational Certificate: Supply Chain Practitioner,NQF LEVEL 05,Logistics & Supply Chain,Procurement Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0391,Q0696,99111,Occupational Certificate: Supply Chain Practitioner,NQF LEVEL 05,Logistics & Supply Chain,Procurement Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0388,Q0696,99111,Occupational Certificate: Supply Chain Practitioner,NQF LEVEL 05,Logistics & Supply Chain,Logistics Coordinator,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0111,Q0697,93544,Occupational Certificate: Supply and Distribution Manager,NQF LEVEL 07,Business & Management,Supply and Distribution Manager,Direct,5,Starter title-based mapping,
C0075,Q0697,93544,Occupational Certificate: Supply and Distribution Manager,NQF LEVEL 07,Business & Management,Operations Administrator,Related,4,Starter title-based mapping,
C0189,Q0698,117011,Occupational Certificate: Surface Grader Operator,NQF LEVEL 02,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,
C0771,Q0698,117011,Occupational Certificate: Surface Grader Operator,NQF LEVEL 02,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,
C0769,Q0698,117011,Occupational Certificate: Surface Grader Operator,NQF LEVEL 02,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,
C0174,Q0698,117011,Occupational Certificate: Surface Grader Operator,NQF LEVEL 02,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,
C0770,Q0698,117011,Occupational Certificate: Surface Grader Operator,NQF LEVEL 02,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,
C0723,Q0699,103020,Occupational Certificate: Surface Grinding Operator,NQF LEVEL 03,Other / Review,Surface Grinding Operator,Direct,5,Starter title-based mapping,Review career mapping
C0189,Q0700,117019,Occupational Certificate: Surface Roller Operator,NQF LEVEL 02,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,
C0771,Q0700,117019,Occupational Certificate: Surface Roller Operator,NQF LEVEL 02,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,
C0769,Q0700,117019,Occupational Certificate: Surface Roller Operator,NQF LEVEL 02,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,
C0174,Q0700,117019,Occupational Certificate: Surface Roller Operator,NQF LEVEL 02,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,
C0770,Q0700,117019,Occupational Certificate: Surface Roller Operator,NQF LEVEL 02,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,
C0189,Q0701,117026,Occupational Certificate: Surface Tracked Dozer,NQF LEVEL 02,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,
C0771,Q0701,117026,Occupational Certificate: Surface Tracked Dozer,NQF LEVEL 02,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,
C0769,Q0701,117026,Occupational Certificate: Surface Tracked Dozer,NQF LEVEL 02,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,
C0174,Q0701,117026,Occupational Certificate: Surface Tracked Dozer,NQF LEVEL 02,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,
C0770,Q0701,117026,Occupational Certificate: Surface Tracked Dozer,NQF LEVEL 02,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,
C0725,Q0702,97232,Occupational Certificate: Survey Interviewer,NQF LEVEL 04,Other / Review,Survey Interviewer,Direct,5,Starter title-based mapping,Review career mapping
C0181,Q0703,99701,Occupational Certificate: Survival Equipment Fitter (Parachute Rigger),NQF LEVEL 05,Engineering & Trades,Mechanical Fitter,Direct,5,Starter title-based mapping,
C0177,Q0703,99701,Occupational Certificate: Survival Equipment Fitter (Parachute Rigger),NQF LEVEL 05,Engineering & Trades,Maintenance Fitter,Related,4,Starter title-based mapping,
C0188,Q0703,99701,Occupational Certificate: Survival Equipment Fitter (Parachute Rigger),NQF LEVEL 05,Engineering & Trades,Plant Maintenance Technician,Related,4,Starter title-based mapping,
C0238,Q0704,118776,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Tax Technician,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0237,Q0704,118776,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Tax Administrator,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0034,Q0704,118776,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0229,Q0704,118776,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0368,Q0704,118776,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0782,Q0704,118776,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0238,Q0705,93624,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Tax Technician,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0237,Q0705,93624,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Tax Administrator,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0034,Q0705,93624,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0229,Q0705,93624,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0368,Q0705,93624,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0782,Q0705,93624,Occupational Certificate: Tax Professional,NQF LEVEL 08,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0238,Q0706,118770,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Tax Technician,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0237,Q0706,118770,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Tax Administrator,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0034,Q0706,118770,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0229,Q0706,118770,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0368,Q0706,118770,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0782,Q0706,118770,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0238,Q0707,94098,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Tax Technician,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0237,Q0707,94098,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Tax Administrator,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0034,Q0707,94098,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0229,Q0707,94098,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0368,Q0707,94098,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0782,Q0707,94098,Occupational Certificate: Tax Technician,NQF LEVEL 06,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0238,Q0708,94024,Occupational Certificate: Taxi Driver,NQF LEVEL 03,Finance & Accounting,Tax Technician,Direct,5,Starter title-based mapping,
C0237,Q0708,94024,Occupational Certificate: Taxi Driver,NQF LEVEL 03,Finance & Accounting,Tax Administrator,Related,4,Starter title-based mapping,
C0034,Q0708,94024,Occupational Certificate: Taxi Driver,NQF LEVEL 03,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,
C0229,Q0708,94024,Occupational Certificate: Taxi Driver,NQF LEVEL 03,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,
C0368,Q0708,94024,Occupational Certificate: Taxi Driver,NQF LEVEL 03,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,
C0782,Q0708,94024,Occupational Certificate: Taxi Driver,NQF LEVEL 03,Finance & Accounting,Compliance Officer,Related,4,Starter title-based mapping,
C0208,Q0709,119461,Occupational Certificate: Telecommunication Line Mechanic,NQF LEVEL 04,Engineering & Trades,Telecommunication Line Mechanic,Direct,5,Starter title-based mapping,
C0160,Q0709,119461,Occupational Certificate: Telecommunication Line Mechanic,NQF LEVEL 04,Engineering & Trades,Engineering Assistant,Related,4,Starter title-based mapping,
C0448,Q0710,118249,Occupational Certificate: Telecommunications Cable Jointer,NQF LEVEL 03,Media & Communications,Telecommunications Cable Jointer,Direct,5,Starter title-based mapping,
C0449,Q0711,121587,Occupational Certificate: Telecommunications Specialist,NQF LEVEL 05,Media & Communications,Telecommunications Specialist,Direct,5,Starter title-based mapping,
C0289,Q0712,121671,Occupational Certificate: Temporary Hair Removal Therapist,NQF LEVEL 04,Health & Social Services,Temporary Hair Removal Therapist,Direct,5,Starter title-based mapping,
C0288,Q0712,121671,Occupational Certificate: Temporary Hair Removal Therapist,NQF LEVEL 04,Health & Social Services,Support Worker,Related,4,Starter title-based mapping,
C0726,Q0713,118771,Occupational Certificate: Text Editor,NQF LEVEL 06,Other / Review,Text Editor,Direct,5,Starter title-based mapping,Review career mapping
C0727,Q0714,103154,Occupational Certificate: Textile Blowroom and Carding Machine Operator,NQF LEVEL 02,Other / Review,Textile Blowroom and Carding Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0728,Q0715,103182,Occupational Certificate: Textile Carding and Drawframe Machine Operator,NQF LEVEL 02,Other / Review,Textile Carding and Drawframe Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0729,Q0716,103221,Occupational Certificate: Textile Drawframe and Speedframe Machine Operator,NQF LEVEL 02,Other / Review,Textile Drawframe and Speedframe Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0730,Q0717,103148,Occupational Certificate: Textile Dry Finishing and Heat Setting Machine Operator,NQF LEVEL 02,Other / Review,Textile Dry Finishing and Heat Setting Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0731,Q0718,103184,Occupational Certificate: Textile Dry Fringing Machine Operator,NQF LEVEL 02,Other / Review,Textile Dry Fringing Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0732,Q0719,103147,Occupational Certificate: Textile Dry Product Surface Preparation Machine,NQF LEVEL 02,Other / Review,Textile Dry Product Surface Preparation Machine,Direct,5,Starter title-based mapping,Review career mapping
C0733,Q0720,103153,"Occupational Certificate: Textile Sliver Lap, Combing and Drawframe Machine Operator",NQF LEVEL 02,Other / Review,Textile Sliver Lap,Direct,5,Starter title-based mapping,Review career mapping
C0506,Q0720,103153,"Occupational Certificate: Textile Sliver Lap, Combing and Drawframe Machine Operator",NQF LEVEL 02,Other / Review,Combing and Drawframe Machine Operator,Related,4,Starter title-based mapping,Review career mapping
C0734,Q0721,103186,Occupational Certificate: Textile Wet Process Coating Machine Operator,NQF LEVEL 02,Other / Review,Textile Wet Process Coating Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0735,Q0722,101278,Occupational Certificate: Textile Wet Process Dyeing Machine Operator,NQF LEVEL 02,Other / Review,Textile Wet Process Dyeing Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0736,Q0723,103144,Occupational Certificate: Textile Wet Process Preparation Machine Operator,NQF LEVEL 02,Other / Review,Textile Wet Process Preparation Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
